,ticket,year,month,day,time,open,high,low,close,volume
0,NVDA,2022,1,31,19:55:00,24.7056,24.7445,24.7056,24.7256,71760
1,NVDA,2022,1,31,19:50:00,24.6956,24.7425,24.6956,24.7156,81500
2,NVDA,2022,1,31,19:45:00,24.6796,24.6906,24.6677,24.6906,51510
3,NVDA,2022,1,31,19:40:00,24.6757,24.6846,24.6607,24.6607,20500
4,NVDA,2022,1,31,19:35:00,24.6557,24.6756,24.6467,24.6756,27590
5,NVDA,2022,1,31,19:30:00,24.6557,24.6657,24.6357,24.6657,61000
6,NVDA,2022,1,31,19:25:00,24.6347,24.6557,24.6257,24.6557,119230
7,NVDA,2022,1,31,19:20:00,24.6108,24.6307,24.6108,24.6257,26840
8,NVDA,2022,1,31,19:15:00,24.5858,24.6287,24.5858,24.6108,47880
9,NVDA,2022,1,31,19:10:00,24.5858,24.5858,24.5768,24.5858,12840
10,NVDA,2022,1,31,19:05:00,24.5858,24.5958,24.5828,24.5958,15000
11,NVDA,2022,1,31,19:00:00,24.6028,24.6028,24.5808,24.5908,19800
12,NVDA,2022,1,31,18:55:00,24.6008,24.6088,24.6008,24.6088,27390
13,NVDA,2022,1,31,18:50:00,24.6048,24.6048,24.5768,24.6008,17450
14,NVDA,2022,1,31,18:45:00,24.6058,24.6058,24.6058,24.6058,1500
15,NVDA,2022,1,31,18:40:00,24.5808,24.6058,24.5808,24.6058,24080
16,NVDA,2022,1,31,18:35:00,24.5659,24.5778,24.5409,24.5778,23450
17,NVDA,2022,1,31,18:30:00,24.5908,24.6018,24.5419,24.5659,66100
18,NVDA,2022,1,31,18:25:00,24.6208,24.6237,24.5888,24.5888,31850
19,NVDA,2022,1,31,18:20:00,24.5808,24.6228,24.5808,24.6228,18510
20,NVDA,2022,1,31,18:15:00,24.5908,24.6038,24.5718,24.5718,27140
21,NVDA,2022,1,31,18:10:00,24.6228,24.6228,24.5758,24.6158,40180
22,NVDA,2022,1,31,18:05:00,24.6108,24.6228,24.5958,24.6068,15000
23,NVDA,2022,1,31,18:00:00,24.6058,24.6158,24.5908,24.5958,35540
24,NVDA,2022,1,31,17:55:00,24.6228,24.6357,24.6058,24.6058,26720
